Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
28,Chicago Blackhawks,Dylan Olsen\olsendy01,US,D,18,2009,2016,Camrose (AJHL),124,5,17,22,-16,36,,,,,,,3.1,
29,Tampa Bay Lightning,Carter Ashton\ashtoca01,CA,RW,18,2009,2015,Lethbridge (WHL),54,0,3,3,-12,32,,,,,,,-0.9,
30,Pittsburgh Penguins,Simon Despres\desprsi01,CA,D,18,2009,2017,Saint John (QMJHL),193,6,37,43,31,150,,,,,,,11,
31,New York Islanders,Mikko Koskinen\koskimi01,FI,G,21,2009,2022,Blues Espoo (Finland),168,0,4,4,0,6,168,85,60,13,0.906,3.01,26.5,
32,Detroit Red Wings,Landon Ferraro\ferrala01,CA,C,18,2009,2018,Red Deer (WHL),77,7,5,12,-9,29,,,,,,,0.3,
33,Colorado Avalanche,Ryan O'Reilly\oreilry01,CA,C,18,2009,2022,Erie (OHL),938,240,432,672,17,136,,,,,,,67.2,
34,Atlanta Thrashers,Carl Klingberg\klingca01,SE,LW,18,2009,2015,Vastra Frolunda Jr. ( ),12,1,0,1,0,4,,,,,,,0.1,
35,Los Angeles Kings,Kyle Clifford\cliffky01,CA,LW,18,2009,2022,Barrie (OHL),751,66,77,143,-23,903,,,,,,,9.7,
36,Phoenix Coyotes,Chris Brown\brownch01,US,C,18,2009,2016,U.S. National U-18 (USNTDP),23,2,1,3,1,21,,,,,,,0.3,
37,Anaheim Ducks,Mat Clark\clarkma01,US,D,18,2009,2015,Brampton (OHL),9,0,1,1,0,6,,,,,,,0.2,
38,Dallas Stars,Alex Chiasson\chiasal01,CA,RW,18,2009,2022,Des Moines (USHL),631,114,110,224,-35,353,,,,,,,19.7,
39,Ottawa Senators,Jakob Silfverberg\silfvja01,SE,LW,18,2009,2022,Brynas Gavle (Sweden),658,151,177,328,21,208,,,,,,,34.7,
40,Edmonton Oilers,Anton Lander\landean01,SE,C,18,2009,2017,Timra ( ),215,10,25,35,-41,56,,,,,,,-0.8,
41,Nashville Predators,Zach Budish\budisza01,US,RW,18,2009,,Edina (High-MN),,,,,,,,,,,,,,
42,Nashville Predators,Charles-Olivier Roussel\roussch01,CA,D,18,2009,,Shawinigan (QMJHL),,,,,,,,,,,,,,
43,San Jose Sharks,William Wrenn\wrennwi01,US,D,18,2009,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,,
44,Florida Panthers,Drew Shore\shoredr01,US,C,18,2009,2021,U.S. National U-18 (USNTDP),98,9,17,26,-20,30,,,,,,,1,
45,Atlanta Thrashers,Jeremy Morin\morinje01,US,LW,18,2009,2015,U.S. National U-18 (USNTDP),82,10,12,22,8,69,,,,,,,2.4,
46,Ottawa Senators,Robin Lehner\lehnero01,SE,G,18,2009,2022,Vastra Frolunda Jr. ( ),364,0,6,6,0,36,364,152,141,49,0.917,2.71,70.4,
47,New York Rangers,Ethan Werek\wereket01,CA,C,18,2009,,Kingston (OHL),,,,,,,,,,,,,,
48,St. Louis Blues,Brett Ponich\ponicbr01,CA,D,18,2009,,Portland (WHL),,,,,,,,,,,,,,
49,Colorado Avalanche,Stefan Elliott\elliost01,CA,D,18,2009,2019,Saskatoon (WHL),87,8,17,25,-5,16,,,,,,,4.7,
50,Toronto Maple Leafs,Kenny Ryan\ryanke01,US,RW,18,2009,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,,
51,Carolina Hurricanes,Brian Dumoulin\dumoubr01,US,D,18,2009,2022,N.H. Jr. Monarchs (EJHL),464,18,96,114,97,130,,,,,,,26.4,
52,Tampa Bay Lightning,Richard Panik\panikri01,SK,RW,18,2009,2022,Trinec (Czech),521,88,107,195,8,274,,,,,,,19.1,
53,Vancouver Canucks,Anton Rodin\rodinan01,SE,RW,18,2009,2017,Brynas Gavle Jr. (Sweden-Jr.),3,0,1,1,1,0,,,,,,,0.1,
54,New Jersey Devils,Eric Gelinas\geliner01,CA,D,18,2009,2017,Lewiston (QMJHL),189,14,41,55,-16,92,,,,,,,10.5,
55,Washington Capitals,Dmitry Orlov\orlovdm01,RU,D,18,2009,2022,Novokuznetsk (KHL),643,57,180,237,102,269,,,,,,,46.6,
56,Columbus Blue Jackets,Kevin Lynch\lynchke01,US,C,18,2009,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,,
57,San Jose Sharks,Taylor Doherty\doherta01,CA,D,18,2009,,Kingston (OHL),,,,,,,,,,,,,,
58,Toronto Maple Leafs,Jesse Blacker\blackje01,CA,D,18,2009,2015,Windsor (OHL),1,0,0,0,-2,0,,,,,,,-0.2,
59,Chicago Blackhawks,Brandon Pirri\pirribr01,CA,C,18,2009,2021,Georgetown (OJHL),276,72,49,121,5,91,,,,,,,14.9,
60,Detroit Red Wings,Tomas Tatar\tatarto01,SK,C,18,2009,2022,Zvolen (Slovakia),701,191,216,407,1,246,,,,,,,46.3,
61,Pittsburgh Penguins,Philip Samuelsson\samueph01,SE,D,18,2009,2016,Chicago Steel (USHL),13,0,0,0,-4,2,,,,,,,-0.1,
62,New York Islanders,Anders Nilsson\nilssan01,SE,G,19,2009,2020,Lulea Jr. (Sweden-Jr.),161,0,3,3,0,6,161,59,74,15,0.907,3.06,25.2,
63,Pittsburgh Penguins,Ben Hanowski\hanowbe01,US,W,18,2009,2014,Little Falls (High-MN),16,1,2,3,-2,2,,,,,,,0.1,
64,Colorado Avalanche,Tyson Barrie\barrity01,CA,D,18,2009,2022,Kelowna (WHL),683,95,340,435,-58,207,,,,,,,63.4,
65,Montreal Canadiens,Joonas Nattinen\nattijo01,FI,C,18,2009,2014,Blues Espoo Jr. (Finland-Jr.),1,0,0,0,0,0,,,,,,,0,
66,Buffalo Sabres,Brayden McNabb\mcnabbr01,CA,D,18,2009,2022,Kootenay (WHL),576,23,93,116,81,421,,,,,,,30.9,
67,Florida Panthers,Josh Birkholz\birkhjo01,US,RW,18,2009,,Fargo (USHL),,,,,,,,,,,,,,
68,Toronto Maple Leafs,Jamie Devane\devanja01,CA,LW,18,2009,2014,Plymouth (OHL),2,0,0,0,-1,0,,,,,,,-0.1,
69,Dallas Stars,Reilly Smith\smithre01,CA,RW,18,2009,2022,St. Michael's (OJHL),686,174,243,417,113,176,,,,,,,47.6,
70,Nashville Predators,Taylor Beck\beckta01,CA,RW,18,2009,2017,Guelph (OHL),92,11,12,23,-9,32,,,,,,,1.5,
71,Edmonton Oilers,Troy Hesketh\hesketr01,US,D,18,2009,,Minnetonka (High-MN),,,,,,,,,,,,,,
72,Nashville Predators,Michael Latta\lattami01,CA,C,18,2009,2016,Guelph (OHL),113,4,13,17,4,130,,,,,,,0.9,
73,New Jersey Devils,Alexander Urbom\urbomal01,SE,D,18,2009,2014,Djurgarden (Sweden),34,3,1,4,-1,28,,,,,,,1.2,
74,Calgary Flames,Ryan Howse\howsery01,CA,LW,18,2009,,Chilliwack (WHL),,,,,,,,,,,,,,
75,Detroit Red Wings,Andrej Nestrasil\nestran01,CZ,RW,18,2009,2017,Victoriaville (QMJHL),128,17,31,48,0,18,,,,,,,4.9,
76,Anaheim Ducks,Igor Bobkov\bobkoig01,RU,G,18,2009,,Magnitogorsk 2 (Russia-3),,,,,,,,,,,,,,
77,Minnesota Wild,Matt Hackett\hackema01,CA,G,19,2009,2015,Plymouth (OHL),26,0,0,0,0,0,26,4,17,2,0.906,3.11,3.6,
78,St. Louis Blues,Sergei Andronov\androse01,RU,RW,20,2009,,Lada Togliatti (KHL),,,,,,,,,,,,,,
79,Montreal Canadiens,Mac Bennett\bennema02,US,D,18,2009,,Hotchkiss (High-CT),,,,,,,,,,,,,,
80,New York Rangers,Ryan Bourque\bourqry01,US,C,18,2009,2015,U.S. National U-18 (USNTDP),1,0,0,0,-1,0,,,,,,,-0.1,
81,Philadelphia Flyers,Adam Morrison\morriad01,CA,G,18,2009,,Saskatoon (WHL),,,,,,,,,,,,,,
82,Edmonton Oilers,Cameron Abney\abneyca01,CA,RW,18,2009,,Everett (WHL),,,,,,,,,,,,,,
83,Vancouver Canucks,Kevin Connauton\connake01,CA,D,19,2009,2022,Western Michigan (CCHA),360,28,52,80,5,188,,,,,,,17.6,
84,Los Angeles Kings,Nicolas Deslauriers\deslani01,CA,D,18,2009,2022,Rouyn-Noranda (QMJHL),506,44,41,85,-78,521,,,,,,,2.2,
85,Washington Capitals,Cody Eakin\eakinco01,CA,C,18,2009,2022,Swift Current (WHL),701,110,146,256,-25,278,,,,,,,20,
86,Boston Bruins,Ryan Button\buttory01,CA,D,18,2009,,Prince Albert (WHL),,,,,,,,,,,,,,
87,Philadelphia Flyers,Simon Bertilsson\bertisi01,SE,D,18,2009,,Brynas Gavle (Sweden),,,,,,,,,,,,,,
88,Carolina Hurricanes,Mattias Lindstrom\lindsma01,SE,LW,18,2009,,Skelleftea Jr. (Sweden-Jr.),,,,,,,,,,,,,,
89,Chicago Blackhawks,Dan Delisle\delisda01,US,C/LW,18,2009,,Totino Grace (High-MN),,,,,,,,,,,,,,
90,Detroit Red Wings,Gleason Fournier\fourngl01,CA,D,18,2009,,Rimouski (QMJHL),,,,,,,,,,,,,,
91,Phoenix Coyotes,Mike Lee\leemi01,US,G,18,2009,,Fargo (USHL),,,,,,,,,,,,,,
92,New York Islanders,Casey Cizikas\cizikca01,CA,C,18,2009,2022,Mississauga St. Michael's (OHL),664,91,110,201,17,310,,,,,,,17.2,
93,Tampa Bay Lightning,Alex Hutchings\hutchal01,CA,LW,18,2009,,Barrie (OHL),,,,,,,,,,,,,,
94,Columbus Blue Jackets,David Savard\savarda01,CA,D,18,2009,2022,Moncton (QMJHL),673,44,139,183,-6,367,,,,,,,36.5,
95,Los Angeles Kings,Jean-Francois Berube\berubje02,CA,G,18,2009,2022,Montreal (QMJHL),40,0,1,1,0,0,40,12,12,4,0.898,3.51,4.5,
96,Los Angeles Kings,Linden Vey\veyli01,CA,RW,18,2009,2017,Medicine Hat (WHL),138,14,30,44,-19,24,,,,,,,2.6,
97,Phoenix Coyotes,Jordan Szwarz\szwarjo01,CA,RW,18,2009,2020,Saginaw (OHL),50,4,3,7,-12,25,,,,,,,-0.1,
98,Nashville Predators,Craig Smith\smithcr01,US,C,20,2009,2022,Waterloo (USHL),789,191,207,398,90,310,,,,,,,47,
99,Edmonton Oilers,Kyle Bigos\bigosky01,US,D,20,2009,,Vernon (BCHL),,,,,,,,,,,,,,
100,Ottawa Senators,Chris Wideman\widemch01,US,D,19,2009,2022,Miami (Ohio) (CCHA),245,20,52,72,-21,171,,,,,,,10.8,
101,Edmonton Oilers,Toni Rajala\rajalto01,FI,LW,18,2009,,Ilves Tampere (Finland),,,,,,,,,,,,,,
102,Nashville Predators,Mattias Ekholm\ekholma01,SE,D,19,2009,2022,Mora (Sweden-2),662,57,193,250,104,323,,,,,,,52.2,
103,Minnesota Wild,Kris Foucault\foucakr01,CA,LW,18,2009,2012,Calgary (WHL),1,0,0,0,0,0,,,,,,,0,
104,Buffalo Sabres,Marcus Foligno\foligma01,US,LW,18,2009,2022,Sudbury (OHL),678,109,142,251,36,652,,,,,,,23.8,
105,Phoenix Coyotes,Justin Weller\welleju01,CA,D,18,2009,,Red Deer (WHL),,,,,,,,,,,,,,
106,Anaheim Ducks,Sami Vatanen\vatansa01,FI,D,18,2009,2021,JYP HT Jyvaskyla Jr. ( ),473,47,153,200,-5,212,,,,,,,36.2,
107,Florida Panthers,Garrett Wilson\wilsoga01,CA,LW,18,2009,2019,Owen Sound (OHL),84,2,6,8,-4,42,,,,,,,-0.4,
108,St. Louis Blues,Tyler Shattock\shattty01,CA,RW,19,2009,,Kamloops (WHL),,,,,,,,,,,,,,
109,Montreal Canadiens,Alexander Avtsin\avtsial01,RU,RW,18,2009,,Dynamo-2 Moscow (Russia-3),,,,,,,,,,,,,,
110,Nashville Predators,Nick Oliver\oliveni01,US,C/LW,18,2009,,Roseau (High-MN),,,,,,,,,,,,,,
111,Calgary Flames,Henrik Bjorklund\bjorkhe01,SE,RW,18,2009,,Skare (Sweden-3),,,,,,,,,,,,,,
112,Boston Bruins,Lane MacDermid\macdela01,US,LW,20,2009,2014,Windsor (OHL),21,2,2,4,0,36,,,,,,,0.6,
113,Vancouver Canucks,Jeremy Price\priceje01,CA,D,18,2009,,Nepean (CJHL),,,,,,,,,,,,,,
114,New Jersey Devils,Seth Helgeson\helgese01,US,D,18,2009,2017,Sioux City (USHL),50,1,3,4,1,50,,,,,,,1.7,
115,Washington Capitals,Patrick Wey\weypa01,US,D,18,2009,2014,Waterloo (USHL),9,0,3,3,0,5,,,,,,,0.4,
116,Minnesota Wild,Alex Fallstrom\fallsal01,SE,RW,19,2009,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,,
117,Atlanta Thrashers,Eddie Pasquale\pasqued01,CA,G,18,2009,2019,Saginaw (OHL),3,0,0,0,0,0,3,2,1,0,0.882,3.96,0.3,
119,Chicago Blackhawks,Byron Froese\froesby01,CA,C,18,2009,2021,Everett (WHL),116,6,11,17,-13,49,,,,,,,-0.3,
120,Atlanta Thrashers,Ben Chiarot\chiarbe01,CA,D,18,2009,2022,Guelph (OHL),489,31,87,118,-9,351,,,,,,,20.5,
121,Pittsburgh Penguins,Nick Petersen\peterni01,CA,RW,20,2009,,Shawinigan (QMJHL),,,,,,,,,,,,,,
122,New York Islanders,Anton Klementyev\klemean01,RU,D,19,2009,2010,Lokomotiv Yaroslavl 2 (Russia-3),1,0,0,0,0,0,,,,,,,0,
123,Pittsburgh Penguins,Alex Velischek\velisal01,CA,D,18,2009,,Delbarton (High-NJ),,,,,,,,,,,,,,
124,Colorado Avalanche,Kieran Millan\millaki01,CA,G,20,2009,,Boston University ( ),,,,,,,,,,,,,,
125,Atlanta Thrashers,Cody Sol\solco01,CA,D,18,2009,,Saginaw (OHL),,,,,,,,,,,,,,
126,Los Angeles Kings,David Kolomatis\kolomda01,US,D,20,2009,,Owen Sound (OHL),,,,,,,,,,,,,,
127,New York Rangers,Roman Horak\horakro01,CZ,C,18,2009,2014,Ceske Budejovice (Czech),84,6,13,19,-3,16,,,,,,,1.2,
128,Toronto Maple Leafs,Eric Knodel\knodeer01,US,D,19,2009,,Philadelphia Jr. Flyers (USMAAA),,,,,,,,,,,,,,
129,Dallas Stars,Tomas Vincour\vincoto01,CZ,C,18,2009,2015,Edmonton ( ),95,7,10,17,-9,12,,,,,,,0.7,
130,Ottawa Senators,Mike Hoffman\hoffmmi02,CA,C/LW,19,2009,2022,Drummondville (QMJHL),612,204,226,430,-41,219,,,,,,,48,
131,Carolina Hurricanes,Matt Kennedy\kennema01,CA,RW,20,2009,,Guelph (OHL),,,,,,,,,,,,,,
132,Nashville Predators,Gabriel Bourque\bourqga01,CA,LW,18,2009,2020,Baie-Comeau (QMJHL),413,40,63,103,-18,75,,,,,,,6.6,
133,Edmonton Oilers,Olivier Roy\royol01,CA,G,18,2009,,Cape Breton (QMJHL),,,,,,,,,,,,,,
134,Buffalo Sabres,Mark Adams\adamsma01,US,D,18,2009,,Malden Catholic (High-MA),,,,,,,,,,,,,,
135,Florida Panthers,Corban Knight\knighco01,CA,C,19,2009,2019,Okotoks (AJHL),52,4,8,12,-3,4,,,,,,,0.8,
136,Anaheim Ducks,Radoslav Illo\illora01,SK,C,19,2009,,Tri-City (USHL),,,,,,,,,,,,,,
137,Columbus Blue Jackets,Thomas Larkin\larkith01,GB,D,18,2009,,Exeter (High-NH),,,,,,,,,,,,,,
138,Florida Panthers,Wade Megan\meganwa01,US,C,19,2009,2019,South Kent School (High-CT),15,1,1,2,-3,2,,,,,,,0,
139,Montreal Canadiens,Gabriel Dumont\dumonga01,CA,C,18,2009,2020,Drummondville (QMJHL),90,4,5,9,0,48,,,,,,,0,
140,New York Rangers,Scott Stajcer\stajcsc01,CA,G,18,2009,,Owen Sound (OHL),,,,,,,,,,,,,,
141,Calgary Flames,Spencer Bennett\bennesp01,CA,LW,18,2009,,Surrey (BCHL),,,,,,,,,,,,,,
142,Philadelphia Flyers,Nic Riopel\riopeni01,CA,G,20,2009,,Moncton (QMJHL),,,,,,,,,,,,,,
143,Vancouver Canucks,Peter Andersson\anderpe04,SE,D,18,2009,,Vastra Frolunda Jr. ( ),,,,,,,,,,,,,,
144,New Jersey Devils,Derek Rodwell\rodwede01,CA,LW,19,2009,,Okotoks (AJHL),,,,,,,,,,,,,,
145,Washington Capitals,Brett Flemming\flemmbr01,CA,D,18,2009,,Mississauga St. Michael's (OHL),,,,,,,,,,,,,,
146,Ottawa Senators,Jeff Costello\costeje01,US,LW,18,2009,,Cedar Rapids (USHL),,,,,,,,,,,,,,
147,San Jose Sharks,Phil Varone\varonph01,CA,C,18,2009,2019,London (OHL),97,8,9,17,-20,26,,,,,,,0.3,
148,Tampa Bay Lightning,Michael Zador\zadormi01,CA,G,18,2009,,Oshawa (OHL),,,,,,,,,,,,,,
149,Chicago Blackhawks,Marcus Kruger\krugema01,SE,C,19,2009,2019,Djurgarden (Sweden),520,38,85,123,5,234,,,,,,,5.3,
150,Detroit Red Wings,Nick Jensen\jenseni02,US,D,18,2009,2022,Green Bay (USHL),407,13,78,91,27,108,,,,,,,18.3,
151,Pittsburgh Penguins,Andy Bathgate\bathgan02,CA,C,18,2009,,Belleville (OHL),,,,,,,,,,,,,,
152,New York Islanders,Anders Lee\leean01,US,C,19,2009,2022,Edina (High-MN),596,212,154,366,19,349,,,,,,,45.7,
153,Philadelphia Flyers,Dave Labrecque\labreda01,CA,C,19,2009,,Shawinigan (QMJHL),,,,,,,,,,,,,,
154,Colorado Avalanche,Brandon Maxwell\maxwebr03,US,G,18,2009,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,,
155,Atlanta Thrashers,Jimmy Bubnick\bubniji01,CA,C,18,2009,,Kamloops (WHL),,,,,,,,,,,,,,
156,Los Angeles Kings,Michael Pelech\pelecmi01,CA,C/LW,19,2009,,Mississauga St. Michael's (OHL),,,,,,,,,,,,,,
157,Phoenix Coyotes,Evan Bloodoff\bloodev01,CA,LW,18,2009,,Kelowna (WHL),,,,,,,,,,,,,,
158,Toronto Maple Leafs,Jerry D'Amigo\damigje01,US,RW,18,2009,2015,U.S. National U-18 (USNTDP),31,1,2,3,-5,2,,,,,,,-0.2,
159,Dallas Stars,Curtis McKenzie\mckencu01,CA,LW,18,2009,2018,Penticton (BCHL),99,10,13,23,-1,131,,,,,,,1.6,
160,Ottawa Senators,Corey Cowick\cowicco01,CA,LW,20,2009,,Ottawa (OHL),,,,,,,,,,,,,,
161,Minnesota Wild,Darcy Kuemper\kuempda01,CA,G,19,2009,2022,Red Deer (WHL),299,0,4,4,0,32,299,143,95,36,0.918,2.48,54.6,
162,Tampa Bay Lightning,Jaroslav Janus\janusja01,SK,G,19,2009,,Erie (OHL),,,,,,,,,,,,,,
163,Minnesota Wild,Jere Sallinen\sallije01,FI,RW,18,2009,,Blues Espoo Jr. (Finland-Jr.),,,,,,,,,,,,,,
164,Buffalo Sabres,Connor Knapp\knappco01,US,G,19,2009,2014,Miami (Ohio) (CCHA),2,0,1,1,,0,2,0,0,1,0.875,3.14,0,
165,Florida Panthers,Scott Timmins\timmisc01,CA,C,20,2009,2013,Windsor (OHL),24,1,0,1,-10,12,,,,,,,-0.6,
166,Anaheim Ducks,Scott Valentine\valensc01,CA,D,18,2009,,Oshawa (OHL),,,,,,,,,,,,,,
167,Columbus Blue Jackets,Anton Blomqvist\blomqan01,SE,D,19,2009,,Malmo Jr. ( ),,,,,,,,,,,,,,
168,St. Louis Blues,David Shields\shielda01,US,D,18,2009,,Erie (OHL),,,,,,,,,,,,,,
169,Montreal Canadiens,Dustin Walsh\walshdu01,CA,C,18,2009,,Kingston (OJHL),,,,,,,,,,,,,,
170,New York Rangers,Dan Maggio\maggida01,CA,D,18,2009,,Sudbury (OHL),,,,,,,,,,,,,,
171,Calgary Flames,Joni Ortio\ortiojo01,FI,G,18,2009,2016,TPS Turku Jr. ( ),37,0,2,2,0,2,37,15,15,5,0.901,2.66,4,
172,Philadelphia Flyers,Eric Wellwood\wellwer01,CA,LW,19,2009,2013,Windsor (OHL),31,5,5,10,13,4,,,,,,,1.6,
173,Vancouver Canucks,Joe Cannata\cannajo01,US,G,19,2009,,Merrimack ( ),,,,,,,,,,,,,,
174,New Jersey Devils,Ashton Bernard\bernaas01,CA,LW,19,2009,,Shawinigan (QMJHL),,,,,,,,,,,,,,
175,Washington Capitals,Garrett Mitchell\mitchga01,CA,RW,18,2009,2017,Regina (WHL),1,0,0,0,0,0,,,,,,,0,
176,Boston Bruins,Tyler Randell\randety01,CA,RW,18,2009,2016,Kitchener (OHL),27,6,0,6,-2,47,,,,,,,0.9,
177,Chicago Blackhawks,David Pacan\pacanda01,CA,C,18,2009,,Cumberland (CJHL),,,,,,,,,,,,,,
178,Carolina Hurricanes,Rasmus Rissanen\rissara01,FI,D,18,2009,2015,Kalpa Kuopio Jr. (Finland-Jr.),6,0,0,0,-5,4,,,,,,,-0.3,
179,Los Angeles Kings,Brandon Kozun\kozunbr01,US,RW,19,2009,2015,Calgary (WHL),20,2,2,4,-3,6,,,,,,,0.3,
180,Detroit Red Wings,Mitch Callahan\callami01,US,RW,18,2009,2017,Kelowna (WHL),5,0,0,0,0,0,,,,,,,-0.1,
181,Pittsburgh Penguins,Viktor Ekbom\ekbomvi01,SE,D,20,2009,,Linkoping ( ),,,,,,,,,,,,,,
182,Minnesota Wild,Erik Haula\haulaer01,FI,LW,18,2009,2022,Shattuck-St. Mary's (High-MN),534,112,128,240,42,243,,,,,,,26,
183,Tampa Bay Lightning,Kirill Gotovets\gotovki01,BY,D,18,2009,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,,
184,Colorado Avalanche,Gus Young\younggu01,US,D,18,2009,,Nobles (High-MA),,,,,,,,,,,,,,
185,Atlanta Thrashers,Levko Koper\koperle01,CA,LW,18,2009,,Spokane (WHL),,,,,,,,,,,,,,
186,Los Angeles Kings,Jordan Nolan\nolanjo01,CA,C,20,2009,2019,Sault Ste. Marie (OHL),375,24,28,52,-24,347,,,,,,,2.1,
187,Vancouver Canucks,Steven Anthony\anthost01,CA,LW,18,2009,,Saint John (QMJHL),,,,,,,,,,,,,,
188,Toronto Maple Leafs,Barron Smith\smithba02,US,D,18,2009,,Peterborough (OHL),,,,,,,,,,,,,,
189,San Jose Sharks,Marek Viedensky\viedema01,SK,C,19,2009,,Prince George (WHL),,,,,,,,,,,,,,
190,Ottawa Senators,Brad Peltz\peltzbr01,US,LW,19,2009,,Avon Old Farms (High-CT),,,,,,,,,,,,,,
191,Ottawa Senators,Michael Sdao\sdaomi01,US,D,20,2009,,Lincoln (USHL),,,,,,,,,,,,,,
192,Nashville Predators,Cam Reid\reidca01,CA,C,18,2009,,Westside (BCHL),,,,,,,,,,,,,,
193,Minnesota Wild,Anthony Hamburg\hambuan01,US,C,18,2009,,Dallas Stars AAA (MWEHL),,,,,,,,,,,,,,
194,Buffalo Sabres,Maxime Legault\legauma01,CA,RW,20,2009,,Shawinigan (QMJHL),,,,,,,,,,,,,,
195,Chicago Blackhawks,Paul Phillips\phillpa01,US,D,18,2009,,Cedar Rapids (USHL),,,,,,,,,,,,,,
196,Philadelphia Flyers,Oliver Lauridsen\lauriol01,DK,D,20,2009,2015,St. Cloud State (WCHA),16,2,1,3,-1,44,,,,,,,0.8,
197,Columbus Blue Jackets,Kyle Neuber\neubeky01,CA,RW,20,2009,,Mississauga St. Michael's (OHL),,,,,,,,,,,,,,
198,Los Angeles Kings,Nic Dowd\dowdni01,US,C,19,2009,2022,Wenatchee (NAHL),371,45,57,102,11,178,,,,,,,8,
